ID_ALUNO,NOME,ANO,CLUSTER,IAN_LAG,IEG,IDA,IPS,IPP,IPV,PEDRA,PERFIL,KPI_CRITICO,DIAGNOSTICO,ACAO
997,Aluno-997,2023,2,10.0,8.7,7.1,3.77,7.34375,8.595,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
943,Aluno-943,2023,0,10.0,9.4,8.0,7.52,7.34375,9.925,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1098,Aluno-1098,2024,3,5.0,5.822406257,3.5,7.51,7.34375,6.7475,Agata,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
590,Aluno-590,2023,2,10.0,9.7,6.5,3.77,7.34375,8.34,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
587,Aluno-587,2024,3,5.0,7.380952381,6.25,7.51,7.34375,5.74,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
747,ALUNO-747,2022,1,10.0,8.86458333333333,6.77777777777777,5.625,6.25,7.416665,Ametista,Risco estrutural,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1136,ALUNO-1136,2021,0,10.0,9.2,8.2,7.5,8.8,9.1,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
388,Aluno-388,2024,3,5.0,6.349206349,4.33333333333333,7.51,7.34375,5.764,Quartzo,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
484,Aluno-484,2023,2,5.0,7.5,3.6,2.52,7.34375,6.8,Quartzo,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1032,Aluno-1032,2023,0,5.0,9.5,6.0,7.52,7.34375,7.563333333,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1208,Aluno-1208,2023,2,5.0,8.8,6.2,2.52,7.34375,6.2525,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1203,Aluno-1203,2023,2,10.0,10.0,7.2,2.52,7.34375,7.8775,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
919,ALUNO-919,2022,3,10.0,4.02745098039215,1.47777777777777,6.875,7.65625,6.38888666666666,Quartzo,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
258,Aluno-258,2024,3,5.0,6.94444444433333,2.5,7.51,7.34375,6.732,Agata,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
457,Aluno-457,2023,0,5.0,8.6,8.1,7.52,7.34375,8.045,Topázio,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
534,Aluno-534,2022,0,5.0,7.4,7.1,7.5,7.34375,7.333,Ametista,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
518,Aluno-518,2023,2,5.0,8.5,6.7,5.0,7.34375,6.9175,Ametista,Falha de aprendizado,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
1173,Aluno-1173,2024,0,10.0,9.665831245,5.83333333333333,7.51,7.34375,8.2,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
42,Aluno-42,2023,2,10.0,8.6,5.7,5.63,7.34375,6.6675,Agata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
983,ALUNO-983,2021,0,10.0,7.5,7.2,7.5,8.5,9.8,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
706,ALUNO-706,2022,3,5.0,7.39583333333333,5.27777777777777,5.625,7.34375,6.91666,Ágata,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
693,Aluno-693,2024,0,10.0,9.5227272725,8.0,9.38,7.34375,8.42,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1159,ALUNO-1159,2021,0,5.0,8.3,8.6,7.5,8.3,8.4,Ametista,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
356,Aluno-356,2023,2,5.0,8.5,3.4,2.52,7.34375,6.5025,Agata,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
529,ALUNO-529,2022,0,5.0,7.60141093474426,9.5,7.5,6.25,7.55556,Ametista,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
579,ALUNO-579,2022,0,10.0,8.35497835497835,8.08333333333333,6.25,6.45833333333333,8.00000333333333,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1000,Aluno-1000,2023,2,10.0,9.4,7.0,3.77,7.34375,8.92,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1059,Aluno-1059,2024,0,5.0,10.0,7.5,6.26,7.34375,9.23,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
564,ALUNO-564,2021,3,10.0,3.9,2.8,7.5,7.2,4.8,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
884,Aluno-884,2023,2,2.5,9.7,8.8,4.39,7.34375,8.66,Topázio,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
43,Aluno-43,2023,3,5.0,6.7,5.0,5.63,7.34375,7.5875,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
295,ALUNO-295,2022,1,5.0,8.16666666666666,6.5,7.5,6.04166666666666,7.66666666666666,Ametista,Risco estrutural,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
946,ALUNO-946,2022,0,10.0,8.78472222222222,7.44444444444444,7.5,7.65625,7.2083325,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
718,Aluno-718,2024,0,10.0,9.5138888885,9.5,5.635,7.34375,7.946666667,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
562,ALUNO-562,2022,0,10.0,8.28205128205128,8.14444444444444,7.5,7.1875,6.999995,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
608,ALUNO-608,2021,2,10.0,7.2,8.5,5.0,7.7,8.5,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
619,Aluno-619,2022,0,10.0,8.0,9.0,7.5,7.34375,7.333,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
352,ALUNO-352,2022,3,10.0,6.7748840426859,4.66666666666666,7.5,7.1875,7.3749975,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1090,Aluno-1090,2023,2,5.0,9.6,9.0,2.52,7.34375,7.88,Ametista,Falha de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
88,ALUNO-88,2021,0,10.0,9.6,7.4,6.3,8.1,9.1,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1343,Aluno-1343,2024,0,5.0,10.0,9.75,7.51,7.34375,8.5,Topázio,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
809,Aluno-809,2022,3,5.0,6.6,6.3,6.3,7.34375,7.417,Ametista,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
847,Aluno-847,2023,2,10.0,9.1,7.6,2.52,7.34375,5.84,Agata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
748,Aluno-748,2024,0,5.0,10.0,7.75,7.51,7.34375,8.005,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
442,Aluno-442,2024,3,10.0,5.91519607833333,5.0,5.635,7.34375,7.8775,Agata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
128,Aluno-128,2023,2,5.0,7.3,5.7,5.0,7.34375,7.5475,Agata,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1287,Aluno-1287,2024,2,5.0,9.3064182195,7.75,2.51,7.34375,8.223333333,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
900,ALUNO-900,2022,0,5.0,7.31294949329846,6.5,7.5,7.65625,7.54166,Ametista,Deterioração gradual,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
649,Aluno-649,2023,2,5.0,9.3,6.5,3.77,7.34375,8.836666667,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
794,ALUNO-794,2022,0,2.5,9.79166666666666,6.58888888888888,5.625,7.96875,8.125,Ametista,Deterioração gradual,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1289,ALUNO-1289,2022,0,5.0,8.75,5.64444444444444,7.5,7.1875,6.624995,Ametista,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
677,Aluno-677,2022,0,5.0,9.4,7.3,7.5,7.34375,8.583,Topázio,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
1287,ALUNO-1287,2021,0,5.0,10.0,5.3,7.5,7.5,8.4,Ametista,Deterioração gradual,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
1157,Aluno-1157,2023,0,10.0,8.8,5.7,6.26,7.34375,7.0025,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
777,ALUNO-777,2021,3,5.0,3.8,4.3,7.5,7.5,6.8,Quartzo,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
417,Aluno-417,2023,0,10.0,9.7,7.8,7.52,7.34375,8.2125,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1289,Aluno-1289,2024,0,5.0,9.4444444445,7.75,7.51,7.34375,6.166666667,Ametista,Deterioração gradual,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
1290,Aluno-1290,2024,0,10.0,10.0,8.75,7.51,7.34375,8.28,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
803,ALUNO-803,2021,0,10.0,6.7,6.6,7.5,8.8,7.5,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1151,Aluno-1151,2023,2,5.0,9.5,8.3,2.52,7.34375,7.545,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1066,ALUNO-1066,2022,3,10.0,8.48942006269592,5.52222222222222,7.5,6.875,6.54166,Ametista,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
112,Aluno-112,2024,0,5.0,7.97817460333333,8.0,7.51,7.34375,8.004,Topázio,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
267,ALUNO-267,2022,0,5.0,9.72463768115942,7.86666666666666,5.625,7.34375,7.8333325,Ametista,Deterioração gradual,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
1020,Aluno-1020,2024,0,10.0,9.7727272725,9.0,6.88,7.34375,8.84,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
787,Aluno-787,2024,0,5.0,9.75,7.25,7.51,7.34375,7.325,Ametista,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
894,Aluno-894,2023,0,10.0,9.9,9.4,7.52,7.34375,10.01,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1010,ALUNO-1010,2021,0,10.0,10.0,5.2,7.5,7.5,8.1,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
499,Aluno-499,2024,0,10.0,9.0476190475,4.75,7.51,7.34375,7.5,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
877,ALUNO-877,2021,3,5.0,7.5,1.9,7.5,8.1,8.5,Ágata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
371,Aluno-371,2022,0,10.0,8.0,8.4,6.9,7.34375,7.667,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
29,ALUNO-29,2022,3,5.0,4.83229638009049,5.77777777777777,7.5,6.71875,5.7083325,Quartzo,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
308,Aluno-308,2024,2,10.0,8.71491228066667,6.5,5.635,7.34375,7.1225,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
451,ALUNO-451,2021,3,10.0,5.0,1.0,7.5,8.3,7.7,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
964,ALUNO-964,2021,3,5.0,5.4,6.3,7.5,8.3,8.0,Ágata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
91,ALUNO-91,2022,0,10.0,7.91857567719636,7.91666666666666,7.5,6.45833333333333,7.50000333333333,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
35,ALUNO-35,2021,0,5.0,9.4,8.2,7.5,8.4,9.4,Topázio,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
774,Aluno-774,2024,2,5.0,6.392857143,3.75,2.51,7.34375,6.405,Quartzo,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
524,Aluno-524,2023,2,5.0,9.2,8.9,2.52,7.34375,7.42,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
867,Aluno-867,2024,0,10.0,7.409090909,8.5,7.51,7.34375,7.5,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
247,Aluno-247,2023,0,5.0,8.5,7.2,7.52,7.34375,7.5425,Ametista,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
637,Aluno-637,2023,0,5.0,9.5,8.5,7.52,7.34375,8.17,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
803,Aluno-803,2022,0,5.0,7.2,6.3,7.5,7.34375,7.417,Agata,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
322,Aluno-322,2023,2,5.0,8.3,5.3,2.52,7.34375,8.045,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1048,Aluno-1048,2023,2,10.0,9.5,8.2,3.77,7.34375,8.5,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
216,Aluno-216,2022,3,10.0,8.5,7.0,7.5,7.34375,5.583,Ametista,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
891,Aluno-891,2023,0,10.0,9.5,7.5,6.89,7.34375,7.995,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
649,Aluno-649,2024,3,5.0,6.00448179266667,3.66666666666667,8.76,7.34375,7.333333333,Agata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1093,Aluno-1093,2023,2,5.0,9.3,9.2,2.52,7.34375,8.2975,Topázio,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1120,Aluno-1120,2023,0,10.0,9.6,8.3,7.52,7.34375,9.676666667,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
383,Aluno-383,2023,2,10.0,8.8,6.5,3.14,7.34375,7.5,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
